gene_id,SRR6819014,SRR6819015,SRR6819016,SRR6819017,SRR6819018,SRR6819019,SRR6819020,SRR6819021,SRR6819022,SRR6819023
FUN_001995,43,67,50,48,77,72,53,50,63,91
FUN_002558,32,43,47,36,15,15,34,5,0,6
FUN_003557,278,445,303,298,744,577,442,748,558,834
FUN_004419,257,293,314,351,314,254,320,221,234,393
FUN_004906,446,578,550,523,940,907,781,907,882,1218
FUN_005167,10,18,6,14,63,25,43,38,45,58
FUN_005512,408,642,312,500,735,705,833,858,791,972
FUN_005804,17,15,0,17,35,9,25,17,22,42
FUN_008645,11,15,22,6,25,13,24,30,33,21
FUN_009466,26,69,58,61,89,42,51,54,48,94
FUN_009781,15,15,22,38,49,26,21,24,25,40
FUN_012103,17,21,19,9,45,44,21,28,30,41
FUN_010445,0,0,5,5,9,13,7,9,0,0
FUN_009898,40,51,45,53,80,41,34,54,59,85
FUN_012194,23,46,16,17,64,65,26,44,72,63
FUN_012860,9,17,12,9,5,3,12,5,8,12
FUN_012913,0,34,26,23,30,9,11,16,11,19
FUN_012795,198,237,257,228,279,252,194,306,237,338
FUN_013223,32,59,64,65,60,71,60,89,75,98
FUN_013084,210,263,221,177,330,256,208,291,245,386
FUN_005890,173,258,233,247,463,359,319,450,403,543
FUN_006076,2042,2958,1844,2156,2395,1781,2696,2191,2337,3058
FUN_006771,510,672,591,497,812,739,550,876,743,949
FUN_006869,106,335,218,239,185,148,109,221,244,240
FUN_007146,11,14,27,11,26,34,15,26,20,31
FUN_007352,4,0,5,0,0,0,0,0,0,0
FUN_007573,660,877,361,635,1062,926,850,1131,948,1257
FUN_008023,724,833,811,890,1772,1385,1045,1743,1389,1996
FUN_008250,155,208,151,84,278,240,125,181,277,257
FUN_013349,466,1264,868,871,781,562,594,656,1008,938
FUN_013383,1894,3890,2252,2498,3057,2476,2250,2715,3195,3465
FUN_015344,14,18,0,0,15,8,7,11,10,19
FUN_013542,4905,6408,9408,6862,7156,5826,5208,6591,5029,6230
FUN_015461,105,131,64,87,213,200,153,182,174,323
FUN_015775,25,12,9,10,25,36,30,28,35,30
FUN_015794,131,212,142,147,363,319,234,264,253,407
FUN_015898,289,365,474,381,636,478,340,566,505,659
FUN_015970,178,249,209,214,390,336,265,427,329,489
FUN_016861,0,3,0,7,5,0,4,0,0,0
FUN_016513,151,235,177,189,336,311,193,313,278,408
FUN_016628,182,171,160,182,302,271,241,304,219,355
FUN_016698,169,263,260,262,629,495,346,619,589,644
FUN_017973,58,61,31,49,100,100,67,91,96,133
FUN_018071,97,129,47,102,219,174,138,257,157,277
FUN_018662,147,242,221,195,270,295,174,222,182,333
FUN_018755,156,285,148,193,344,280,235,306,246,338
FUN_019174,179,336,199,225,577,507,277,513,454,747
FUN_019248,689,1191,1082,1058,1726,1413,1137,1646,1547,2073
FUN_018903,4593,6698,4769,4756,6010,4975,5075,6017,5094,7838
FUN_019333,415,499,521,505,604,479,496,616,521,688
FUN_019384,2077,2220,2929,2000,3928,3284,2132,3103,2754,3734
FUN_019401,1616,2638,2642,1948,1712,1355,2025,1509,1398,1888
FUN_020015,12,24,0,4,90,16,8,18,13,33
FUN_019462,1581,2427,1430,1621,3780,3071,2004,3941,2929,4857
FUN_019752,415,656,455,338,703,667,480,883,741,1134
FUN_020590,297,520,443,372,856,834,498,777,917,1151
FUN_020675,340,664,323,432,969,995,714,1116,1357,1499
FUN_020928,2047,2838,2272,2392,4003,3109,2785,3508,3070,4330
FUN_022472,17,32,22,13,67,27,18,31,26,55
FUN_022657,9,4,6,1,9,19,8,4,3,11
FUN_022825,6,11,6,29,8,18,4,10,9,16
FUN_021792,0,0,0,1,0,0,0,0,0,0
FUN_021615,121,149,135,123,200,135,165,196,106,239
FUN_021677,446,658,637,710,1389,1155,834,1325,1136,1371
FUN_022990,38,38,38,19,72,61,41,29,48,71
FUN_023253,99,115,29,205,76,60,164,22,17,106
FUN_023335,98,144,115,277,119,107,143,26,37,132
FUN_023383,1222,1601,1115,1035,2187,1908,1601,2155,1805,2393
FUN_023505,1,1,1,1,1,1,1,1,1,1
FUN_023511,1,1,1,1,1,1,1,1,1,1
FUN_023517,1,1,1,1,1,1,1,1,1,1
FUN_023524,1,1,1,1,1,1,1,1,1,1
FUN_023537,23,24,20,14,33,27,25,46,33,24
FUN_023573,14,16,8,4,21,32,12,17,13,8
FUN_023626,556,865,512,385,995,911,706,915,836,1114
FUN_024428,188,272,306,253,379,335,259,364,259,491
FUN_024070,362,460,230,321,887,640,383,841,718,1108
FUN_024256,7,12,0,3,15,7,2,21,15,23
FUN_024275,4,2,2,2,4,2,6,4,4,14
FUN_023803,5995,6690,5520,4990,8005,6701,9835,7624,8159,10097
FUN_024567,466,754,715,738,1147,939,792,969,904,1266
FUN_024618,1,2,2,3,2,2,1,1,2,3
FUN_024626,69,92,53,129,158,161,115,97,123,138
FUN_025144,22,56,36,37,48,52,26,21,27,80
FUN_025174,24,64,19,12,75,49,26,39,44,118
FUN_024778,32,46,0,22,59,43,38,41,54,90
FUN_024835,45,95,36,66,135,137,121,130,119,212
FUN_024910,306,426,204,310,627,515,468,609,551,779
FUN_025293,65,42,64,45,96,72,47,67,85,85
FUN_025342,791,1463,1701,1662,2146,1890,1319,1864,1552,2130
FUN_025391,18,25,10,192,11,42,16,0,5,28
FUN_025424,342,543,373,397,799,651,511,682,760,1012
FUN_025514,241,343,551,410,448,368,336,500,410,541
FUN_025539,46,62,19,55,72,34,49,70,49,68
FUN_025791,0,0,0,2,0,0,0,2,2,2
FUN_025814,339,331,213,399,382,274,360,254,208,388
FUN_025862,230,310,254,252,512,370,300,535,463,596
FUN_030170,55,83,150,109,194,240,116,216,169,173
FUN_026086,122,186,96,65,531,264,150,399,302,414
FUN_026109,36,27,20,13,102,67,28,87,94,75
FUN_026176,547,646,362,276,2142,1047,737,1590,1249,1711
FUN_026284,12,2,0,2,21,22,10,15,14,17
FUN_026399,212,287,291,186,288,274,257,307,292,419
FUN_026339,2134,2876,2307,2551,7262,5399,2898,12192,4686,8560
FUN_026421,892,1490,1409,1370,2218,1859,1213,1888,1798,2293
FUN_026459,21,59,31,31,28,42,25,36,32,24
FUN_026480,28,49,35,67,50,46,47,45,41,64
FUN_026492,165,209,159,188,466,323,228,427,370,554
FUN_026522,446,628,526,582,774,592,544,773,674,883
FUN_026563,8,13,15,13,28,23,39,18,26,14
FUN_026655,48,131,75,55,101,88,77,88,67,105
FUN_026704,113,175,110,124,283,205,148,267,247,318
FUN_026893,61,101,57,51,83,86,69,82,61,170
FUN_026820,317,388,443,343,721,562,418,438,465,813
FUN_026958,59,85,27,63,93,77,75,94,87,107
FUN_026990,36,67,19,48,114,76,76,63,60,112
FUN_026734,144,179,149,183,524,493,339,539,481,666
FUN_026750,2677,5800,5431,3888,5817,4104,4582,5957,3821,4851
FUN_026760,117,178,175,168,284,160,162,195,204,337
FUN_027277,23,44,40,43,36,31,79,27,44,68
FUN_027293,34,57,37,31,103,114,25,129,121,116
FUN_027390,82,65,78,86,298,185,160,288,209,334
FUN_027149,51,59,15,31,138,55,48,74,49,119
FUN_027200,590,934,538,627,1594,774,600,919,775,1193
FUN_027510,149,200,205,187,221,211,150,211,164,227
FUN_027533,1235,1936,2104,1683,2237,1863,1564,1949,1625,2125
FUN_027598,7,25,34,20,44,31,20,16,29,49
FUN_027620,1,2,0,3,2,0,2,2,1,7
FUN_027751,5,8,0,0,20,0,4,0,0,0
FUN_027567,1309,1778,1922,1740,2917,2246,1904,2887,2247,3037
FUN_027854,292,587,417,270,563,212,213,315,388,446
FUN_027893,32,67,46,45,93,77,45,97,69,96
FUN_027871,820,1338,1318,1001,1376,1349,909,1449,1129,1437
FUN_027924,194,287,262,254,464,277,222,395,302,505
FUN_027962,92,98,37,65,215,135,128,232,135,209
FUN_027965,141,225,144,205,441,385,304,513,412,541
FUN_027968,386,540,574,539,831,757,531,785,620,988
FUN_027988,24,37,78,20,66,105,22,54,78,91
FUN_028034,204,219,260,238,449,389,243,503,354,463
FUN_028052,156,246,201,197,362,296,229,223,244,482
FUN_028113,599,1572,979,760,1160,859,978,829,690,1355
FUN_028167,578,726,521,645,1324,1097,982,1246,1186,1601
FUN_028214,430,501,695,516,1015,696,417,803,598,963
FUN_028313,4,19,13,10,35,32,7,23,23,29
FUN_028294,231,260,322,252,419,324,329,374,353,474
FUN_028231,1478,1644,1306,1117,3252,1858,1420,2873,2378,3231
FUN_028584,1144,1458,1249,1060,3202,2536,2228,3222,2757,3746
FUN_028416,0,0,0,2,0,0,0,0,2,0
FUN_028346,4041,6753,7572,5816,6695,5065,5304,7035,4946,6354
FUN_028351,126,235,167,199,501,349,231,442,299,521
FUN_028379,29,38,8,19,35,45,35,41,47,46
FUN_028409,15,11,2,2,47,48,20,49,37,64
FUN_028423,14,12,8,12,14,20,22,22,15,18
FUN_028477,989,1323,436,790,1940,1549,1293,1879,1765,2556
FUN_028538,795,1091,663,645,1665,1448,942,1445,1326,2023
FUN_030119,12,28,30,20,27,18,28,26,23,33
FUN_030122,10,16,5,5,15,9,5,6,5,5
FUN_030116,102,171,169,153,290,175,128,200,182,273
FUN_030117,6,13,0,0,19,12,0,16,22,0
FUN_030111,15,54,39,48,90,78,35,76,91,99
FUN_030113,584,829,676,714,1930,1461,991,1821,1468,2116
FUN_030123,92,137,90,80,217,121,60,147,139,161
FUN_030130,1224,405,1060,331,15,101,269,0,4,0
FUN_030125,14,35,67,38,85,40,17,48,140,97
FUN_030128,2140,2629,1361,296,6309,2924,197,5200,6219,4719
FUN_030171,1007,372,790,229,38,82,207,15,20,26
FUN_030134,867,1035,778,175,1530,367,162,792,606,610
FUN_030135,1201,1329,886,116,2417,627,73,1376,1108,1188
FUN_030136,55,186,8,12,2664,1743,20,3087,3842,2648
FUN_030137,2311,2567,1338,188,8326,4368,142,7100,9401,7042
FUN_030139,384,410,307,32,1437,884,0,1324,1629,1298
FUN_030141,17,62,72,31,25,13,36,8,22,11
FUN_030140,89,101,59,0,30,26,0,0,0,0
FUN_030144,389,371,244,65,782,335,55,612,638,704
FUN_030146,0,13,6,9,20,28,11,42,35,41
FUN_030148,440,570,535,459,794,584,538,793,740,974
FUN_030149,89,155,113,159,214,175,174,196,173,234
FUN_030150,84,123,101,115,152,146,109,168,128,150
FUN_030158,0,2,2,0,0,0,0,0,0,0
FUN_030154,237,556,484,391,226,198,367,197,169,279
FUN_030160,80,77,14,67,92,87,107,96,71,129
FUN_030161,331,513,196,372,524,476,595,492,439,568
FUN_030162,519,528,558,314,1052,708,556,992,1051,1207
FUN_030163,1053,1168,1695,1277,1999,1521,1117,2058,1468,2065
FUN_030166,85,116,119,89,194,153,122,175,124,264
FUN_030164,347,450,293,361,800,523,386,781,579,872
FUN_030165,332,420,433,343,906,767,445,929,822,1143
FUN_028679,0,0,0,0,0,0,0,0,0,0
FUN_028703,0,0,0,0,2,2,0,0,0,2
FUN_028713,0,0,0,0,0,0,0,0,0,7
FUN_028864,0,0,0,0,0,0,0,0,0,0
FUN_028889,0,0,0,0,0,0,0,0,0,0
FUN_028899,0,0,0,0,0,0,0,0,0,0
FUN_028911,0,0,0,0,0,0,0,0,0,0
FUN_028927,0,0,0,0,0,0,0,0,0,0
FUN_028932,0,0,0,2,0,1,0,0,2,0
FUN_028978,0,0,0,0,0,0,0,0,0,0
FUN_028985,0,0,0,0,0,0,0,0,0,0
FUN_029030,0,0,0,0,0,0,0,0,0,0
FUN_029039,0,0,10,0,16,8,0,5,0,11
FUN_029118,0,0,0,0,0,0,0,0,0,0
FUN_029177,0,0,0,0,0,0,0,0,0,0
FUN_029182,0,0,0,0,0,0,0,0,0,0
FUN_029188,0,0,0,0,2,0,3,0,1,2
FUN_029229,0,0,0,0,0,0,0,0,0,0
FUN_029283,0,0,0,0,0,0,0,0,0,0
FUN_029595,3,8,17,15,10,8,10,11,14,7
FUN_029606,0,0,0,0,0,0,0,0,0,0
FUN_029830,0,0,0,0,0,1,0,0,0,0
FUN_029835,0,0,0,0,0,0,0,0,0,0
FUN_029842,0,2,0,0,0,0,2,0,0,0
FUN_029846,0,0,0,0,2,0,0,0,0,3
FUN_029908,0,4,0,3,2,2,2,0,2,6
FUN_029938,0,0,0,0,0,0,0,0,0,0
FUN_029943,0,0,0,0,0,0,0,0,0,0
FUN_029972,111,144,99,130,114,107,133,155,173,188
FUN_030011,0,0,0,0,0,0,0,0,0,0
FUN_030051,24,37,40,34,130,53,90,137,120,171
FUN_030056,0,0,0,0,0,0,0,0,0,0
FUN_030061,0,1,1,0,1,1,1,1,1,1
FUN_030094,0,11,0,0,0,0,0,24,0,0
FUN_028718,37,73,30,29,65,77,66,64,42,98
FUN_028731,73,108,97,112,107,111,113,90,120,234
FUN_028742,546,721,800,722,991,882,804,924,826,1104
FUN_028767,206,324,220,261,417,289,372,336,299,398
FUN_028786,218,294,287,234,490,383,224,453,334,467
FUN_028801,241,286,216,201,643,412,198,833,464,775
FUN_028815,1499,2336,2656,2538,3537,3001,2207,3468,2705,3828
FUN_028832,478,825,635,726,848,794,673,876,759,1078
FUN_028925,5,0,0,0,0,0,3,0,0,4
FUN_028933,248,335,206,214,177,160,224,95,112,237
FUN_028944,228,355,345,296,439,350,343,401,313,477
FUN_028953,1651,2179,1698,1770,2229,1791,2409,1808,1453,2337
FUN_028962,810,1167,1152,811,1041,911,996,885,767,1208
FUN_028988,331,433,452,398,525,451,399,578,483,550
FUN_029053,7,0,0,0,0,0,0,0,0,4
FUN_029065,4,5,3,3,9,6,4,9,15,8
FUN_029122,170,302,176,114,711,466,171,1183,704,838
FUN_029132,432,595,456,359,1400,1130,554,2221,1399,1793
FUN_029140,71,152,145,147,147,96,110,114,111,156
FUN_029155,1418,1883,1811,1706,1682,1138,1525,1517,1214,1684
FUN_029164,814,1176,1183,1056,1945,1522,1055,1919,1549,1808
FUN_029213,22,31,0,22,41,43,42,88,48,86
FUN_029222,1,3,0,2,0,0,2,0,1,2
FUN_029296,1279,2014,2247,2200,3050,2394,1826,3092,2532,3342
FUN_029305,739,1115,1120,1113,1926,1485,987,1686,1437,1931
FUN_029311,14785,19590,28445,19114,22016,17429,16148,20161,16594,22412
FUN_029314,39,62,30,35,107,55,36,91,75,99
FUN_029340,1413,1687,1677,2273,2556,2152,2246,2999,2132,2890
FUN_029357,332,468,435,370,466,392,377,384,517,624
FUN_029390,565,1402,858,882,464,481,525,437,1101,827
FUN_029419,189,232,269,160,333,272,217,304,243,349
FUN_029430,505,808,457,716,854,1025,858,1026,997,1177
FUN_029456,149,281,320,208,241,277,294,205,207,307
FUN_029463,574,640,441,667,1582,1255,816,1346,1258,1801
FUN_029473,445,635,472,508,1072,1020,625,785,707,1533
FUN_029472,8,17,4,8,19,27,21,29,22,37
FUN_029480,436,700,574,669,904,747,540,647,618,852
FUN_029492,37,38,27,32,80,47,39,53,31,83
FUN_029496,25,53,14,43,66,55,50,59,34,53
FUN_029498,25,28,3,33,40,18,28,37,23,48
FUN_029503,40,55,72,52,123,123,62,101,137,207
FUN_029520,150,207,151,191,417,263,227,424,317,477
FUN_029530,135,178,212,129,283,261,194,290,242,315
FUN_029525,192,362,359,360,757,512,343,645,556,720
FUN_029569,15,12,11,19,27,18,18,28,32,22
FUN_029576,97,169,114,114,124,108,180,132,179,148
FUN_029588,48,110,89,78,99,78,72,54,68,105
FUN_029592,61,152,83,117,127,147,163,126,171,223
FUN_029640,255,434,230,331,598,486,366,347,378,604
FUN_029666,24,32,35,47,96,49,32,52,51,97
FUN_029678,52,83,24,51,107,78,88,87,119,156
FUN_029683,282,425,204,241,465,365,296,422,428,538
FUN_029694,482,616,644,574,894,841,674,903,811,1083
FUN_029704,375,768,657,807,866,658,706,840,615,1060
FUN_029706,287,452,399,321,631,486,289,511,412,599
FUN_029710,38,27,45,34,72,52,55,63,52,94
FUN_029737,695,865,1082,1054,2036,1497,1010,2055,1466,2101
FUN_029741,36,41,48,17,154,99,45,109,128,146
FUN_029744,16,31,13,8,16,13,13,6,14,12
FUN_029754,4819,6597,4376,5003,8157,5467,5920,7049,6355,9093
FUN_029761,877,898,1251,1072,1845,1435,961,1824,1551,1976
FUN_029765,161,184,111,217,305,274,150,267,228,359
FUN_029767,156,190,247,233,419,302,206,391,314,500
FUN_029769,609,884,908,849,1181,828,641,1026,735,1019
FUN_029776,554,677,488,522,1215,791,628,1067,908,1130
FUN_029783,2,9,6,2,4,3,3,3,3,0
FUN_029798,7,13,8,18,20,7,5,18,20,23
FUN_029802,8,12,6,10,29,16,18,22,17,40
FUN_029852,2,10,7,5,3,7,3,2,5,1
FUN_029857,225,338,389,315,346,131,328,230,269,234
FUN_029861,256,289,362,268,571,489,289,630,413,558
FUN_029865,41,94,95,56,139,120,58,100,81,138
FUN_029868,293,465,526,481,821,624,421,754,582,861
FUN_029869,137,142,202,134,206,168,174,167,192,282
FUN_029879,1843,2891,2695,3137,4107,3993,2588,3497,3180,4700
FUN_029882,1688,2135,1855,1905,3475,2730,2312,3425,2942,3679
FUN_029886,92,138,76,110,248,157,135,281,181,284
FUN_029898,177,272,179,229,486,357,264,534,389,596
FUN_029911,76,565,116,266,26522,11364,536,24049,17781,26407
FUN_029915,10,371,84,456,12,18,22,16,20,13
FUN_029921,5,0,0,0,3,0,0,4,2,4
FUN_029924,235,789,169,84,36477,20581,2465,30951,24304,38264
FUN_029927,34,129,22,16,2562,798,17,2152,1814,2131
FUN_029949,31,50,47,22,70,78,65,68,64,92
FUN_029964,15,19,23,34,30,31,27,46,37,44
FUN_029968,2,2,3,4,5,6,5,5,5,8
FUN_029971,13,6,2,7,7,6,17,21,19,18
FUN_029979,361,361,112,173,374,388,602,493,509,734
FUN_029986,151,185,41,131,191,184,269,232,254,324
FUN_029989,1519,1886,1133,1744,2432,2431,2422,2267,2344,3073
FUN_029999,473,704,752,630,1074,865,588,999,785,1146
FUN_030000,421,490,497,559,1181,850,607,1100,922,1176
FUN_030005,1326,2858,2061,2066,750,643,1323,534,2138,1120
FUN_030014,179,849,620,858,108,243,566,109,102,84
FUN_030031,106,146,145,110,228,198,136,199,173,209
FUN_030036,909,1210,1106,838,2038,2644,1202,3302,2540,3084
FUN_030040,39,48,48,32,58,36,52,38,33,44
FUN_030041,19,51,4,38,21,21,13,13,11,17
FUN_030042,207,1467,199,596,345,203,256,168,152,232
FUN_030048,546,1356,560,226,13765,9374,9241,15090,12495,14556
FUN_030057,482,974,391,57,4478,2737,129,4432,5447,5079
FUN_030058,636,1099,490,147,3985,1938,155,3070,3618,3421
FUN_030062,171,230,228,164,324,279,212,242,229,361
FUN_030064,30,104,297,45,115,188,24,443,175,741
FUN_030065,138,190,113,22,922,671,22,988,1302,1070
FUN_030069,255,337,256,278,596,332,340,463,406,508
FUN_030070,271,304,414,353,526,339,456,474,399,506
FUN_030072,480,528,713,518,891,796,499,833,666,1045
FUN_030073,255,302,257,283,628,438,436,619,575,770
FUN_030075,328,565,360,381,807,557,486,914,1323,1019
FUN_030076,223,416,398,274,545,418,266,597,915,673
FUN_030079,935,1225,1335,1318,2234,1459,1328,2249,1542,2082
FUN_030081,711,782,652,750,1710,1339,1134,1967,1525,1957
FUN_030088,234,334,493,312,692,505,440,700,520,742
FUN_030089,1617,2085,1724,1943,2664,2053,2056,2653,2114,2990
FUN_030092,6,12,2,4,13,9,13,14,9,15
FUN_030097,21,62,11,18,74,80,41,89,86,126
FUN_030099,191,297,132,161,430,276,257,358,343,470
FUN_030103,492,884,362,594,930,805,604,967,747,1291
FUN_030107,862,1372,688,858,1840,1585,1040,1832,1435,2198
FUN_030169,40,76,52,69,83,76,37,73,55,90
FUN_030167,674,1040,831,1012,1776,1500,1152,2014,1716,2154
FUN_030168,582,956,494,595,1600,1130,636,2086,1265,1951
FUN_002600,335,517,577,563,1206,939,658,1215,1073,1566
FUN_001613,35,61,37,45,115,104,94,137,115,149
FUN_001827,179,253,345,298,354,284,208,300,212,330
FUN_001957,1458,1380,1037,1060,3216,2426,1612,3111,2436,3402
FUN_003744,153,168,106,131,198,160,139,158,312,394
FUN_002760,303,558,428,415,1023,817,668,995,705,1160
FUN_002962,150,216,219,190,317,333,241,305,316,459
FUN_003112,1901,2761,1813,2008,2985,2563,2324,3063,2601,4041
FUN_004365,848,1039,895,920,1692,1279,930,1559,1319,1704
FUN_008370,0,23,28,16,23,27,15,20,22,29
FUN_008517,1,1,0,1,0,0,0,0,4,1
FUN_007762,29,24,36,26,52,39,31,47,39,63
FUN_007220,2,1,0,4,0,3,4,4,4,7
FUN_009944,0,0,0,0,0,0,0,0,0,4
FUN_030365,0,8,7,8,11,18,5,17,10,28
FUN_030366,14,159,276,0,35,47,0,14,52,176
FUN_009421,785,1571,872,712,1985,1980,1064,3074,2232,3081
FUN_008626,0,6,0,6,14,0,0,22,10,16
FUN_008559,2,2,0,1,0,0,4,2,5,1
FUN_008736,1302,1965,2243,1694,3516,2605,1722,3272,2547,3612
FUN_008847,552,696,571,709,1383,961,815,1229,1035,1354
FUN_009041,2020,1463,1731,1891,1513,1184,1746,627,567,1782
FUN_009327,55,72,97,52,107,92,101,78,86,136
FUN_011726,16,36,26,22,40,48,21,33,25,28
FUN_013470,16,44,46,37,59,23,22,51,34,60
FUN_013560,11,20,12,9,30,28,24,29,28,30
FUN_030367,544,828,847,416,1261,1249,741,2607,1168,2435
FUN_013607,5,3,1,4,4,1,8,5,6,3
FUN_013625,98,97,146,124,225,170,120,181,204,232
FUN_013640,170,239,345,263,524,398,246,382,355,494
FUN_014750,11,12,5,3,9,10,7,16,8,12
FUN_015602,5,15,0,9,7,12,9,0,16,8
FUN_015685,4,5,5,5,2,2,0,2,2,0
FUN_014921,12,54,26,18,39,28,20,42,25,57
FUN_015332,23,74,44,36,93,42,39,80,32,127
FUN_016056,0,0,7,0,11,6,18,10,0,8
FUN_016213,8,20,0,17,21,30,19,21,24,38
FUN_015770,141,203,238,174,299,211,148,286,224,331
FUN_015869,68,88,60,126,221,126,125,205,126,209
FUN_015902,45,57,20,61,142,92,81,118,86,133
FUN_015925,51,38,20,48,105,76,90,100,98,115
FUN_015972,193,260,279,228,1582,1252,570,1954,1504,2101
FUN_017382,0,10,0,0,11,18,6,15,11,28
FUN_016524,170,204,182,165,382,374,164,351,321,381
FUN_016678,340,455,468,392,775,559,439,655,616,799
FUN_017521,221,354,298,301,458,435,347,465,422,652
FUN_017672,2831,4912,2519,3294,3746,3393,3472,3279,3534,4616
FUN_018009,337,714,800,720,71,219,390,81,112,112
FUN_018094,2211,3452,2948,2435,3779,3129,3085,3878,3610,5169
FUN_018652,25,28,16,30,30,38,30,31,32,48
FUN_018672,25,35,35,24,36,55,19,33,27,43
FUN_019097,0,3,0,0,12,0,12,7,15,23
FUN_018749,5,6,0,0,0,0,0,0,0,0
FUN_018796,96,148,206,159,344,310,223,293,239,295
FUN_019320,724,873,703,726,1851,1390,1169,1738,1486,2081
FUN_019906,0,37,26,32,0,226,135,97,44,54
FUN_019966,0,0,0,0,254,2908,2203,1628,711,2010
FUN_019792,0,0,0,0,0,0,0,0,0,0
FUN_019636,742,1294,886,976,1509,1213,1013,1414,1037,1686
FUN_020257,15,45,50,45,47,54,43,19,42,48
FUN_020339,300,405,395,432,812,651,480,840,673,854
FUN_020739,62,47,68,106,135,105,75,122,108,143
FUN_020383,54,80,12,68,118,78,149,244,120,245
FUN_020434,321,372,204,358,774,725,699,896,733,1204
FUN_020592,79,131,105,105,184,113,91,131,134,166
FUN_020940,136,299,108,182,259,299,229,173,319,315
FUN_021053,30,33,14,7,64,38,33,27,12,52
FUN_018212,1833,2284,2289,2043,4402,3170,3082,3499,2741,3378
FUN_018574,33372,49733,58804,44224,49900,38950,44070,49185,37166,46268
FUN_021664,472,569,416,554,1036,756,810,1116,901,1345
FUN_021110,119,182,124,187,302,233,170,267,280,349
FUN_021331,97,664,369,379,4607,3382,1910,4587,4061,5542
FUN_021425,987,1575,1021,1065,2250,1822,1307,2032,1890,2659
FUN_021607,17,21,16,31,22,37,30,58,24,47
FUN_021779,186,331,245,248,385,320,260,419,330,508
FUN_021836,41,82,70,75,68,64,56,84,72,80
FUN_021882,1176,1327,1617,1101,2687,2294,1342,2584,2237,2926
FUN_021937,241,436,476,424,576,492,329,504,441,612
FUN_022873,18,35,7,18,55,50,23,51,90,62
FUN_023044,180,323,194,290,645,667,234,503,560,684
FUN_022093,165,184,189,210,227,129,119,205,191,236
FUN_022130,1097,1827,1419,1487,2532,2204,1669,2609,2262,3047
FUN_022205,1512,1969,1593,1663,3190,2327,2023,2995,2314,3180
FUN_023372,70,82,110,72,129,69,68,74,72,150
FUN_023412,274,491,335,238,775,582,276,1161,687,908
FUN_023472,504,615,392,518,1044,394,545,1237,618,1152
FUN_023519,198,387,259,243,507,292,233,486,346,764
FUN_023581,71,70,34,54,115,82,49,96,96,125
FUN_023650,201,353,317,282,614,488,428,571,484,739
FUN_023694,137,229,173,179,331,248,195,327,262,340
FUN_024280,278,589,386,505,324,367,339,247,291,422
FUN_023999,113,140,89,91,236,168,137,92,134,260
FUN_024081,3578,4840,5985,5434,8734,6062,4996,8532,6304,8665
FUN_024123,524,749,821,617,1100,713,581,941,671,1058
FUN_024147,251,391,396,346,525,432,491,517,421,632
FUN_024204,227,269,284,256,363,318,305,384,350,428
FUN_024387,66,107,90,131,133,110,104,138,138,147
FUN_024415,483,775,748,707,788,640,685,787,674,857
FUN_024747,23,36,14,29,31,34,21,35,43,56
FUN_024807,126,198,65,143,192,194,157,188,205,248
FUN_024467,313,514,406,408,3310,3460,1828,3782,3625,4770
FUN_024540,1146,1363,1127,963,2372,2077,1666,2617,1992,3246
FUN_024613,16225,24391,31349,21955,26147,22848,19853,23364,18456,25412
FUN_024959,1233,1542,1603,1285,1490,1223,1577,1489,1600,2132
FUN_024991,56,86,88,55,119,113,76,127,86,134
FUN_025085,148,256,182,162,302,234,173,237,272,330
FUN_025256,267,440,360,333,510,374,278,416,467,587
FUN_025372,0,4,0,0,19,6,3,23,11,20
FUN_025401,1804,3212,3316,2531,4579,4392,2832,3877,3035,5356
FUN_025426,11253,20480,27317,20109,21173,16782,15344,18264,15237,20488
FUN_025467,2464,3544,2857,2824,3555,2666,3818,3480,3245,4208
FUN_025572,838,1090,968,887,1229,779,868,1160,866,1299
FUN_025600,657,803,525,662,1175,779,744,1095,917,1373
FUN_025695,86,128,66,63,187,167,79,150,139,207
FUN_025752,726,1066,1097,1046,1627,1139,1059,1543,1356,1775
FUN_025899,38,45,26,18,716,596,915,733,860,832
FUN_025826,95,248,165,109,252,288,112,318,244,372
FUN_025837,44,57,73,32,52,54,87,55,56,96
FUN_025859,283,556,501,490,197,146,404,134,200,235
FUN_025954,894,1145,1144,949,1957,1434,1176,1749,1418,2007
FUN_025979,433,530,448,434,805,610,527,757,600,922
FUN_026207,0,0,0,0,0,0,0,0,0,0
FUN_026178,7,17,4,17,24,22,25,52,40,40
FUN_026042,411,660,326,432,1224,1021,559,1333,1038,1814
FUN_026223,3,2,1,11,5,4,2,17,11,12
FUN_026413,7,5,0,5,13,5,4,20,12,24
FUN_026682,1,0,3,0,0,3,2,3,6,0
FUN_027095,153,205,129,148,268,224,167,298,257,335
FUN_027108,42,58,53,45,83,47,62,53,68,84
FUN_027128,108,155,135,130,141,150,134,99,136,232
FUN_027154,407,532,519,486,704,603,548,662,578,838
FUN_027635,63,114,58,85,110,104,103,88,91,134
FUN_027291,389,383,121,201,325,296,316,305,212,315
FUN_027340,71,67,36,43,55,78,40,44,35,66
FUN_027363,83,109,51,57,76,75,59,66,49,96
FUN_027428,84,93,43,60,78,71,59,71,46,84
FUN_027933,572,992,504,667,1132,964,766,1089,976,1475
FUN_027731,7,1,1,2,2,2,0,1,1,1
FUN_027741,539,469,244,346,572,307,287,193,169,366
